timestamp,fenomena,penerangan
2023-08-14 00:00:00,Hujan Meteor Perseids ,Hujan Meteor Perseids boleh dilihat mulai 17 Julai sehingga 24 Ogos setiap tahun. Kemuncak Hujan Meteor Perseids dijangka akan berlaku pada malam 13 Ogos 2023 hingga awal pagi 14 Ogos 2023 dengan purata 60 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana Bulan berada dalam fasa Sabit Tua (5.4%) semasa kemuncak berlaku.
2023-08-16 17:38:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 17:38.
2023-08-16 19:54:00,Bulan Pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,634 km.
2023-08-24 17:57:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 17:57.
2023-08-27 20:00:00,Oposisi Zuhal,Planet Zuhal akan berada pada kedudukan oposisi, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi. Semasa oposisi, Zuhal akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Ia juga akan kelihatan sepanjang malam di buruj Aquarius pada jarak sekitar 10 AU dari Matahari dan hampir 9AU dari Bumi. Diameter ketara Zuhal sebanyak 19 saat arka dengan magnitud ketara (kecerahan) dijangka sekitar 0.4.
2023-08-30 23:52:00,Bulan Pada Perigee,Hujan Meteor Delta Aquarids boleh dilihat mulai 12 Julai sehingga 23 Ogos setiap tahun. Kemuncak Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada 357,181 km.
2023-08-31 09:38:00,Bulan Penuh/Purnama,Bulan memasuki fasa Bulan Penuh pada 09:38. Bulan Penuh Perigee, iaitu bulan purnama yang berada paling dekat dengan Bumi, kelihatan terbesar dan tercerah untuk tahun 2023 yang juga dikenali sebagai Supermoon.
2023-09-07 06:21:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 06:21
2023-09-12 23:42:00,Bulan Pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 406,291 km.
2023-09-13 00:00:00,Komet C/2023 P1 (Nishimura),Komet C/2023 P1 (Nishimura) akan berada pada kedudukan yang paling hampir dengan Bumi pada jarak sekitar 0.85 AU pada 13 September 2023. Selepas 5 hari, iaitu 18 September 2023, Komet C/2023 P1 (Nishimura) akan berada pada kedudukan yang paling hampir dengan Matahari (perihelion) dengan jarak sekitar 0.23 AU.
2023-09-15 09:39:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 09:39
2023-09-17 00:00:00,Komet C/2020 V2 (ZTF),Komet C/2020 V2 (ZTF) akan berada pada kedudukan paling hampir dengan Bumi sekitar jarak 1.85 AU pada 17 September 2023.
2023-09-19 20:39:00,Oposisi Neptun',Planet Neptun akan berada pada kedudukan terdekat dengan Bumi dan seluruh permukaannya akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding pada kedudukan lain dan akan kelihatan pada keseluruhan waktu malam. Disebabkan oleh jaraknya yang jauh dari Bumi, ia akan kelihatan seperti bintik biru terang di langit malam.
2023-09-22 07:00:00,Utarid Pada Elongasi Paling Barat,Utarid pada elongasi paling barat iaitu pada 17.9 darjah. Utarid boleh kelihatan di langit timur sebelum Matahari terbit.
2023-09-23 03:31:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 03:31.
2023-09-23 14:51:00,Ekuinoks September,Matahari berada di atas garisan Khatulistiwa dan akan terbit tepat di timur dan terbenam tepat di barat. Bermulanya perubahan musim panas di hemisfera utara kepada musim luruh dan perubahan musim sejuk di hemisfera selatan kepada musim bunga.
2023-09-28 08:59:00,Bulan Pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 359,911 km.
2023-09-29 17:57:00,Bulan Penuh/Purnama,Bulan memasuki fasa Bulan Penuh pada 17:57.
2023-10-06 21:47:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 21:47.
2023-10-09 20:00:00,Hujan Meteor Draconids,Hujan Meteor Draconids boleh dilihat mulai 6 hingga 10 Oktober setiap tahun. Kemuncak Hujan Meteor Draconids dijangka berlaku pada malam 9 Oktober 2023 dengan purata 10 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan cahaya Bulan semasa kemuncak berlaku.
2023-10-10 11:41:00,Bulan Pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 405,426 km.
2023-10-15 01:55:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 01:55.
2023-10-22 11:29:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 11:29.
2023-10-21 00:00:00,Hujan Meteor Orionids,Hujan Meteor Orionids boleh dilihat mulai 2 Oktober hingga 7 November setiap tahun. Kemuncak Hujan Meteor Orionids dijangka berlaku pada malam 21 Oktober 2023 hingga awal pagi 22 Oktober 2023 dengan purata 20 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan cahaya Bulan semasa kemuncak berlaku.
2023-10-22 00:00:00,Hujan Meteor Orionids,Hujan Meteor Orionids boleh dilihat mulai 2 Oktober hingga 7 November setiap tahun. Kemuncak Hujan Meteor Orionids dijangka berlaku pada malam 21 Oktober 2023 hingga awal pagi 22 Oktober 2023 dengan purata 20 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan cahaya Bulan semasa kemuncak berlaku.
2023-10-24 07:00:00,Zuhrah Pada Elongasi Paling Barat,Zuhrah pada elongasi paling Barat iaitu pada 46.4 darjah, Zuhrah boleh kelihatan di langit timur sebelum Matahari terbit.
2023-10-26 11:02:00,Bulan Pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 364,872 km.
2023-10-29 04:14:00,Gerhana Bulan Separa,Gerhana Bulan Separa bermula dengan fasa penumbra pada jam 02:01, diikuti dengan fasa separa apabila Bulan mula memasuki bayang umbra Bumi pada jam 03:34, kemuncak pada jam 04:14 dan fasa separa berakhir pada jam 04:52. Gerhana masih terus berlaku sehingga jam 06:26 apabila Bulan keluar sepenuhnya dari bayang penumbra Bumi. Gerhana Bulan Separa ini dapat dilihat dari sebahagian timur Amerika Syarikat, Eropah, Afrika, Asia (termasuk Malaysia) dan Australia. Fasa-fasa Gerhana Bulan Separa: -Penumbra bermula: 02:01:18.5 -Separa bermula: 03:34:43.3 -Maksimum: 04:14:07.8 -Separa berakhir: 04:52:52.2 -Penumbra berakhir: 06:26:34.9
2023-10-29 04:24:00,Bulan Penuh/Purnama,Bulan memasuki fasa Bulan Penuh pada 04:24.
2023-11-03 13:12:00,Oposisi Musytari,Planet Musytari akan berada pada kedudukan oposisi, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi. Semasa oposisi, Musytari akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Planet Musytari akan kelihatan di langit malam sepanjang Oktober 2023 hingga Mac 2024.
2023-11-04 22:00:00,Hujan Meteor Southern Taurids,Hujan Meteor Southern Taurids boleh dilihat mulai 28 September hingga 2 Disember setiap tahun. Kemuncak Hujan Meteor Southern Taurids dijangka berlaku pada malam 4 November 2023 hingga awal pagi 5 November 2023 dengan purata 5 ke 10 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Suku Akhir semasa kemuncak berlaku.
2023-11-05 22:00:00,Hujan Meteor Southern Taurids,Hujan Meteor Southern Taurids boleh dilihat mulai 28 September hingga 2 Disember setiap tahun. Kemuncak Hujan Meteor Southern Taurids dijangka berlaku pada malam 4 November 2023 hingga awal pagi 5 November 2023 dengan purata 5 ke 10 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Suku Akhir semasa kemuncak berlaku.
2023-11-05 16:38:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 16:38.
2023-11-07 05:51:00,Bulan Pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 404,568 km.
2023-11-13 17:29:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 17:29.
2023-11-14 01:20:00,Oposisi Uranus,Planet Uranus akan berada pada kedudukan oposisi, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi. Semasa oposisi, Uranus akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Planet Uranus akan kelihatan di langit malam sepanjang Oktober 2023 hingga Mac 2024.
2023-11-18 00:00:00,Hujan Meteor Leonids,Hujan Meteor Leonids boleh dilihat mulai 6 November hingga 30 November setiap tahun. Kemuncak Hujan Meteor Geminids dijangka berlaku pada malam 18 November hingga awal pagi 19 November dengan purata 10 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana hanya terdapat gangguan Bulan Suku Pertama semasa kemuncak berlaku.
2023-11-19 00:00:00,Hujan Meteor Leonids,Hujan Meteor Leonids boleh dilihat mulai 6 November hingga 30 November setiap tahun. Kemuncak Hujan Meteor Geminids dijangka berlaku pada malam 18 November hingga awal pagi 19 November dengan purata 10 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana hanya terdapat gangguan Bulan Suku Pertama semasa kemuncak berlaku.
2023-11-20 18:51:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 18:51.
2023-11-22 05:04:00,Bulan Pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 369,823 km.
2023-11-27 17:16:00,Bulan Penuh/Purnama,Bulan memasuki fasa Bulan Penuh pada 17:16.
2023-12-04 19:00:00,Utarid Pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 21.3 darjah. Utarid boleh kelihatan di langit barat selepas Matahari terbenam.
2023-12-05 02:44:00,Bulan Pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 404,347 km
2023-12-05 13:51:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 13:51.
2023-12-13 07:33:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 07:33.
2023-12-14 22:00:00,Hujan Meteor Geminids,Hujan Meteor Geminids boleh dilihat mulai 19 November hingga 24 Disember setiap tahun. Kemuncak Hujan Meteor Geminids dijangka berlaku pada malam 14 Disember 2023 hingga awal pagi 15 Disember 2023 dengan purata 120 meteor per jam. Hujan Meteor Geminids merujuk kepada titik kemunculan hujan meteor di langit iaitu di kawasan buruj Gemini, tetapi kemunculannya masih boleh berlaku dari pelbagai arah. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan cahaya Bulan semasa kemuncak berlaku.
2023-12-17 02:54:00,Bulan Pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 367,899 km.
2023-12-20 02:41:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 02:41.
2023-12-23 20:00:00,Hujan Meteor Ursids,Hujan Meteor Ursids boleh dilihat mulai 17 hingga 26 Disember setiap tahun. Kemuncak Hujan Meteor Ursids dijangka berlaku pada awal pagi 23 Disember 2023 dengan purata 10 meteor per jam. Hujan Meteor Ursids merujuk kepada titik kemunculan hujan meteor di langit iaitu di kawasan buruj Ursa Minor, tetapi kemunculannya masih boleh berlaku dari pelbagai arah. Kenampakan hujan meteor tersebut adalah bagus kerana tiada gangguan cahaya Bulan semasa kemuncak berlaku.
2023-12-22 11:28:00,Solstis Musim Sejuk,Matahari akan berada pada kedudukan paling jauh ke selatan dari Garisan Khatulistiwa iaitu di atas Garisan Jadi (23.5º Selatan) pada jam 11:28. Ia menandakan bermulanya musim panas di Hemisfera Selatan dan bermulanya musim sejuk di Hemisfera Utara. Waktu siang menjadi lebih panjang dan waktu malam menjadi lebih pendek di Hemisfera Selatan sementara waktu siang menjadi lebih pendek dan waktu malam menjadi lebih panjang di Hemisfera Utara.
2023-12-27 08:34:00,Bulan Penuh/Purnama,Bulan memasuki fasa Bulan Penuh pada 08:34.
2024-01-01 23:28:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,909 km.
2024-01-03 08:38:00,Bumi Pada Kedudukan Perihelion,Bumi berada pada jarak yang paling dekat dengan Matahari, iaitu sejauh 147,100,632 km. 
2024-01-04 11:30:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 11:30.
2024-01-05 03:30:00,Hujan Meteor Quadrantids,Fenomena Hujan Meteor Quadrantids mula aktif dan boleh dilihat pada 26 Disember 2023 hingga 16 Januari 2024. Kemuncak fenomena ini akan dapat disaksikan pada awal pagi 5 Januari 2024 dengan purata 100 meteor setiap jam. Kenampakan hujan meteor tersebut adalah kurang baik kerana terdapat gangguan Bulan suku akhir semasa kemuncak berlaku. 
2024-01-11 19:57:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 19:57.
2024-01-12 22:24:00,Utarid Pada Elongasi Paling Barat,Utarid berada di posisi elongasi paling barat iaitu 23.5 darjah dari Matahari.  Utarid boleh kelihatan di langit timur sebelum Matahari terbit.
2024-01-13 18:34:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi, iaitu pada jarak 362,267 km. 
2024-01-18 11:52:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada jam 11:52.
2024-01-20 21:25:00,Konjungsi Bulan dengan Pleiades,Bulan dan Pleiades akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Pleiades dari Bumi adalah sejauh 0.9 darjah di langit.
2024-01-26 01:54:00,Bulan Penuh/ Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada jam 01:54.
2024-01-28 06:16:00,Konjungsi Utarid dengan Marikh,Utarid dan Marikh akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Utarid dan Marikh dari Bumi adalah sejauh 0.2 darjah di langit timur.
2024-01-29 16:14:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,777 km.
2024-02-03 07:18:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 07:18.
2024-02-10 06:59:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada jam 06:59.
2024-02-11 02:52:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 358,088 km.
2024-02-16 23:00:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada jam 23:00.
2024-02-18 23:00:00,Konjungsi Bulan dengan Elnath,Bulan dan bintang Elnath (Beta Tauri) akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Elnath dari Bumi adalah sejauh 0.3 darjah di langit barat.
2024-02-22 06:00:00,Konjungsi Marikh dengan Zuhrah,Marikh dan Zuhrah akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Marikh dan Zuhrah dari Bumi adalah sejauh 0.6 darjah di langit timur.
2024-02-24 20:30:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 20:30.
2024-02-25 22:59:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,312 km.
2024-03-03 23:23:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 23:23.
2024-03-10 17:00:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 17:00.
2024-03-10 15:04:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 356,895 km.
2024-03-17 12:10:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 12:10.
2024-03-20 11:06:00,Equinoks Bulan Mac,Matahari berada di atas garisan Khatulistiwa dan akan terbit tepat di timur dan terbenam tepat di barat. Di Hemisfera Utara, ekuinoks pada bulan Mac dikenali sebagai ekuinoks musim bunga manakala di Hemisfera Selatan ia dikenali sebagai ekuinoks musim luruh.
2024-03-22 06:30:00,Konjungsi Zuhrah dengan Zuhal,Zuhrah dan Zuhal akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Zuhrah dan Zuhal dari Bumi adalah sejauh 0.2 darjah di langit timur.
2024-03-23 23:45:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 406,294 km.
2024-03-24 19:00:00,Utarid Pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 18.7 darjah, Utarid boleh kelihatan di langit barat selepas Matahari terbenam. 
2024-03-25 15:00:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 15.00.
2024-04-02 11:14:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 11:14.
2024-04-08 01:50:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada 358,850 km. 
2024-04-09 02:20:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 02:20.
2024-04-11 05:30:00,Konjungsi Marikh dengan Zuhal,Marikh dan Zuhal akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Marikh dan Zuhal dari Bumi adalah sejauh 0.45 darjah di langit timur.
2024-04-11 20:00:00,Konjungsi Bulan dengan Pleiades,Bulan dan Pleiades akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Pleiades dari Bumi adalah sejauh 0.4 darjah di langit barat.
2024-04-16 03:13:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 03:13. 
2024-04-20 10:10:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,623 km.
2024-04-22 23:00:00,Hujan Meteor Lyrids,Hujan Meteor Lyrids boleh dilihat mulai 15 hingga 29 April setiap tahun. Kemuncak Hujan Meteor Lyrids dijangka berlaku pada lewat malam 22 April 2024 hingga awal pagi 23 April 2024 dengan purata 18 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana gangguan cahaya Bulan Hampir Purnama semasa kemuncak berlaku.
2024-04-24 07:48:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 07:48.
2024-04-27 05:00:00,Penghijaban Antares oleh Bulan,Bulan kelihatan melintas di hadapan Antares dari pandangan Bumi. Antares akan kelihatan terselindung di sebalik Bulan buat sementara waktu sebelum muncul semula. Di Kuala Lumpur, penghijaban diramalkan bermula dengan kehilangan Antares di belakang Bulan sekitar jam 05:00 pagi di langit barat daya dan ia akan kelihatan semula sekitar 06:00 pagi.
2024-05-01 19:27:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 19:27.
2024-05-04 06:00:00,Konjungsi Bulan dengan Zuhal,Bulan dan Zuhal akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Bulan dan Zuhal dari Bumi adalah sejauh 0.9 darjah di langit timur.
2024-05-06 04:00:00,Hujan Meteor Eta Aquarids,Hujan Meteor Eta Aquarids boleh dilihat mulai 15 April  sehingga 27 Mei 2024. Kemuncak Hujan Meteor Eta Aquarids dijangka berlaku sebelum subuh pada 6 Mei 2024, dengan purata 50 meteor per jam. Kenampakan hujan meteor tersebut adalah baik kerana terdapat sedikit gangguan Bulan sabit tua semasa kemuncak berlaku. 
2024-05-06 06:04:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada 363,163 km. 
2024-05-08 11:21:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 11:21.
2024-05-10 05:20:00,Utarid Pada Elongasi Paling Barat,Utarid pada elongasi Paling Barat iaitu 26.4 darjah, Utarid boleh kelihatan di langit timur sebelum Matahari terbit. 
2024-05-15 19:48:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 19:48.
2024-05-18 02:58:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,640 km.
2024-05-23 21:53:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 21:53.
2024-05-31 01:12:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 01:12.
2024-06-02 15:24:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 368,107 km. 
2024-06-06 20:39:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 20:39.
2024-06-14 13:20:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 13:20.
2024-06-14 21:37:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,077 km.
2024-06-21 04:50:00,Solstis Musim Panas,Matahari akan berada pada kedudukan paling jauh ke utara dari Garisan Khatulistiwa iaitu di atas Garisan Sartan (23.5º Utara) pada jam 04:50.  Ia menandakan bermulanya musim panas di Hemisfera Utara dan musim sejuk di Hemisfera Selatan.  Waktu siang menjadi lebih panjang dan waktu malam menjadi lebih pendek di Hemisfera Utara sementara waktu siang menjadi lebih pendek dan waktu malam menjadi lebih panjang di Hemisfera Selatan.
2024-06-22 09:10:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 09:10.
2024-06-27 19:46:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 369,291 km. 
2024-06-29 05:55:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 05:55.
2024-07-05 13:06:00,Bumi Berada Pada Kedudukan Aphelion,Bumi berada pada kedudukan paling jauh dengan Matahari, iaitu sejauh 152,099,968 km.
2024-07-06 06:59:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 06:59.
2024-07-12 16:13:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 404,362 km.
2024-07-14 06:50:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 06:50.
2024-07-21 18:19:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 18:19.
2024-07-22 14:34:00,Utarid Pada Elongasi Paling Timur,Utarid pada elongasi paling timur iaitu pada 26.9 darjah, Utarid boleh kelihatan di langit barat selepas Matahari terbenam. 
2024-07-24 13:41:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada 364,917 km. 
2024-07-25 04:00:00,Penghijaban Zuhal oleh Bulan,Fenomena apabila Bulan kelihatan melintas di hadapan planet Zuhal dari pandangan Bumi, iaitu planet Zuhal akan kelihatan terselindung di sebalik Bulan, dan kemudian akan muncul semula. 
2024-07-28 10:53:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 10:53.
2024-07-30 03:00:00,Penghijaban sebahagian Pleiades oleh Bulan,Fenomena apabila Bulan kelihatan melintas di hadapan sebahagian Pleiades dari pandangan Bumi, iaitu sebahagian Pleiades akan kelihatan terselindung di sebalik Bulan, dan kemudian akan muncul semula. 
2024-07-30 23:00:00,Hujan Meteor Delta Aquariids,Hujan Meteor Delta Aquariids boleh dilihat mulai 12 Julai sehingga 23 Ogos setiap tahun. Kemuncak Hujan Meteor Delta Aquariids dijangka berlaku pada malam 30 Julai sehingga awal pagi 31 Julai dengan purata 20 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Sabit Tua semasa kemuncak berlaku.
2024-07-31 23:00:00,Hujan Meteor Delta Aquariids,Hujan Meteor Delta Aquariids boleh dilihat mulai 12 Julai sehingga 23 Ogos setiap tahun. Kemuncak Hujan Meteor Delta Aquariids dijangka berlaku pada malam 30 Julai sehingga awal pagi 31 Julai dengan purata 20 meteor per jam. Kenampakan hujan meteor tersebut adalah kurang bagus kerana terdapat gangguan Bulan Sabit Tua semasa kemuncak berlaku.
2024-08-04 19:14:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 19:14.
2024-08-09 09:33:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada jarak 405,297 km.
2024-08-12 23:20:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 23:20.
2024-08-12 00:00:00,Hujan Meteor Perseids,Hujan Meteor Perseids boleh dilihat mulai 14 Julai sehingga 1 September setiap tahun. Kemuncak Hujan Meteor Perseids dijangka akan berlaku pada malam 12 Ogos hingga awal pagi 13 Ogos 2024 dengan purata 100 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana Bulan Suku Pertama terbenam pada tengah malam semasa kemuncak berlaku.
2024-08-13 00:00:00,Hujan Meteor Perseids,Hujan Meteor Perseids boleh dilihat mulai 14 Julai sehingga 1 September setiap tahun. Kemuncak Hujan Meteor Perseids dijangka akan berlaku pada malam 12 Ogos hingga awal pagi 13 Ogos 2024 dengan purata 100 meteor per jam. Kenampakan hujan meteor tersebut adalah bagus kerana Bulan Suku Pertama terbenam pada tengah malam semasa kemuncak berlaku.
2024-08-15 03:00:00,Konjungsi Musytari dengan Marikh,Musytari dan Marikh akan kelihatan menghampiri antara satu sama lain di langit dengan jarak sudut tampak Musytari dan Marikh dari Bumi adalah sejauh 0.3 darjah di langit timur.
2024-08-20 02:26:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 02:26. Supermoon pertama untuk tahun 2024 iaitu Bulan kelihatan lebih besar dan cerah berbanding Bulan Penuh yang lain.
2024-08-21 13:06:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada 360,198 km. 
2024-08-26 17:27:00,Bulan Suku Akhir/Ketiga,Bulan memasuki fasa Bulan Suku Akhir pada 17:27.
2024-09-03 09:57:00,Bulan Baru,Bulan memasuki fasa Bulan Baru pada 09:57.
2024-09-05 10:38:00,Utarid Pada Elongasi Paling Barat,Utarid pada elongasi Paling Barat iaitu 18.1 darjah, Utarid boleh kelihatan di langit timur sebelum Matahari terbit. 
2024-09-05 22:56:00,Bulan pada Apogee,Bulan berada pada kedudukan yang paling jauh dengan Bumi iaitu pada 406,214 km. 
2024-09-08 20:00:00,Istiqbal Zuhal,Planet Zuhal akan berada pada kedudukan opposition atau dikenali sebagai istiqbal, iaitu kedudukan bertentangan dengan Matahari merujuk kepada Bumi. Semasa istiqbal, Zuhal akan disinari sepenuhnya oleh Matahari dan boleh dilihat dengan lebih terang berbanding ketika ia berada pada kedudukan lain. Ia juga akan kelihatan sepanjang malam di buruj Aquarius pada jarak sekitar 10 AU dari Matahari dan hampir 9AU dari Bumi. Diameter ketara Zuhal sebanyak 19.2 saat arka dengan magnitud ketara (kecerahan) dijangka sekitar 0.6. 
2024-09-11 14:07:00,Bulan Suku Pertama,Bulan memasuki fasa Bulan Suku Pertama pada 14:07.
2024-09-18 10:35:00,Bulan Penuh/Bulan Purnama,Bulan memasuki fasa Bulan Penuh pada 10:35. Supermoon kedua untuk tahun 2024 iaitu Bulan kelihatan lebih besar dan cerah berbanding Bulan Penuh yang lain.
2024-09-18 21:23:00,Bulan pada Perigee,Bulan berada pada kedudukan yang paling dekat dengan Bumi iaitu pada jarak 357,286 km.
2024-09-22 20:43:00,Equinoks September,Matahari berada di atas garisan Khatulistiwa dan akan terbit tepat di timur dan terbenam tepat di barat. Bermulanya perubahan musim panas ke musim luruh di hemisfera utara dan perubahan musim sejuk ke musim bunga di hemisfera selatan. 
